Trade Date,Settle Date,Txn,Symbol,Security,Price,QTY,Comments,Comm,Sec Fee,Other,Foreign Withheld,Amount,Broker,Gain
8/18/2009,8/21/2009,ss,SKX,SKECHERS USA INC-CL A,15.07,1120,,22.4,0.44,0,0,16855.56,BTIG,0
8/18/2009,8/21/2009,ss,SMRT,STEIN MART INC,11.15,1500,,30,0.43,0,0,16694.57,BTIG,0
8/18/2009,8/21/2009,ss,SPLS,STAPLES INC,21.53,790,,15.8,0.44,0,0,16992.46,BTIG,0
8/18/2009,8/21/2009,by,TRLG,TRUE RELIGION APPAREL INC,21.23,830,,16.6,0,0,0,-17637.5,BTIG,0
8/18/2009,8/21/2009,ss,VFC,VF CORP,65.46,260,,15,0.44,0,0,17004.16,BTIG,0
8/18/2009,8/21/2009,by,WSM,WILLIAMS-SONOMA INC,14.1,1250,,25,0,0,0,-17650,BTIG,0
8/18/2009,8/21/2009,cs,WWW,WOLVERINE WORLD WIDE INC,23.027103,1160,,23.2,0,0,0,-26734.64,BTIG,153.9806
8/18/2009,8/21/2009,ss,WWW,WOLVERINE WORLD WIDE INC,23.05,730,,15,0.44,0,0,16811.06,BTIG,0
8/18/2009,8/21/2009,by,ZQK,QUIKSILVER INC,1.979799,8680,,173.6,0,0,0,-17358.26,BTIG,0
8/19/2009,8/24/2009,cs,DKS,DICKS SPORTING GOODS INC,20.0852,6350,,127,0,0,0,-127668.02,BTIG,-129.531
8/19/2009,8/24/2009,cs,FBN,FURNITURE BRANDS INTL INC,4.9557,8800,,176,0,0,0,-43786.16,BTIG,-1416.02
8/19/2009,8/24/2009,by,LTD,LIMITED BRANDS INC,14.2715,1200,,24,0,0,0,-17149.8,BTIG,0
8/19/2009,8/24/2009,sl,PERY,PERRY ELLIS INTERNATIONAL,10.0127,7770,,155.4,2,0,0,77641.28,BTIG,9041.6025
8/19/2009,8/24/2009,ss,PLCE,CHILDREN'S PLACE,31.639398,1930,,38.6,1.57,0,0,61023.87,BTIG,0
8/19/2009,8/24/2009,ss,PSUN,PACIFIC SUNWEAR OF CALIF,3.779,7330,,146.6,0.72,0,0,27552.75,BTIG,0
8/19/2009,8/24/2009,cs,XRT,SPDR S&P RETAIL,31.1,720,,15,0,0,0,-22407,BTIG,-79.9432
8/19/2009,8/24/2009,ss,XRT,SPDR S&P RETAIL,31.030599,3570,,71.4,2.85,0,0,110704.99,BTIG,0
8/20/2009,8/25/2009,sl,AEO,AMERICAN EAGLE OUTFITTERS NEW,14.168799,7780,,155.6,2.84,0,0,110074.82,BTIG,-4183.735
8/20/2009,8/25/2009,by,FL,FOOT LOCKER INC,11.309701,2010,,40.2,0,0,0,-22772.7,BTIG,0
8/20/2009,8/25/2009,cs,LZB,LA Z BOY INC,8.500699,6160,,123.2,0,0,0,-52487.51,BTIG,-8846.06
8/20/2009,8/25/2009,cs,PSUN,PACIFIC SUNWEAR OF CALIF,3.516099,8030,,160.6,0,0,0,-28394.88,BTIG,1931.3385
8/20/2009,8/25/2009,cs,SMRT,STEIN MART INC,12.1251,5100,,102,0,0,0,-61940.01,BTIG,-5909.8674
8/20/2009,8/25/2009,by,VLCM,VOLCOM INC,13.2451,6050,,121,0,0,0,-80253.86,BTIG,0
8/20/2009,8/25/2009,ss,XRT,SPDR S&P RETAIL,31.175,5000,,100,4.01,0,0,155770.99,BTIG,0
8/21/2009,8/26/2009,ss,BGP,BORDERS GROUP INC,3.709699,1695,,33.9,0.17,0,0,6253.87,BTIG,0
8/21/2009,8/26/2009,by,CMRG,CASUAL MALE RETAIL GROUP INC,2.2543,3000,,60,0,0,0,-6822.9,BTIG,0
8/21/2009,8/26/2009,sl,FINL,THE FINISH LINE-CL A,8.035399,9380,,187.6,1.94,0,0,75182.51,BTIG,4011.4052
8/21/2009,8/26/2009,sl,FL,FOOT LOCKER INC,10.492799,9465,,189.3,2.56,0,0,99122.49,BTIG,-2664.2527
8/21/2009,8/26/2009,sl,LTD,LIMITED BRANDS INC,15.355399,3480,,69.6,1.38,0,0,53365.81,BTIG,3532.05
8/21/2009,8/26/2009,sl,PERY,PERRY ELLIS INTERNATIONAL,12.253,2080,,41.6,0.66,0,0,25443.98,BTIG,7800.5842
8/21/2009,8/26/2009,cs,PSUN,PACIFIC SUNWEAR OF CALIF,3.484301,3820,,76.4,0,0,0,-13386.43,BTIG,1748.7836
8/21/2009,8/26/2009,by,VLCM,VOLCOM INC,13.3455,2000,,40,0,0,0,-26731,BTIG,0
8/21/2009,8/26/2009,by,WSM,WILLIAMS-SONOMA INC,14.8437,1500,,30,0,0,0,-22295.55,BTIG,0
8/21/2009,8/26/2009,cs,XRT,SPDR S&P RETAIL,31.6098,4870,,97.4,0,0,0,-154037.13,BTIG,-2727.7168
8/24/2009,8/27/2009,by,ANN,ANN INC,13.18,1060,,21.2,0,0,0,-13992,BTIG,0
8/24/2009,8/27/2009,ss,BEBE,BEBE STORES INC,7.22,2180,,43.6,0.41,0,0,15695.59,BTIG,0
8/24/2009,8/27/2009,ss,BGP,BORDERS GROUP INC,3.72,9145,,182.9,0.88,0,0,33835.62,BTIG,0
8/24/2009,8/27/2009,by,BIG,BIG LOTS INC,24.029902,2050,,41,0,0,0,-49302.3,BTIG,0
8/24/2009,8/27/2009,ss,BWS,BROWN SHOE INC NEW,7.67,2040,,40.8,0.41,0,0,15605.59,BTIG,0
8/24/2009,8/27/2009,by,CBK,CHRISTOPHER & BANKS CORP,7.23,1930,,38.6,0,0,0,-13992.5,BTIG,0
8/24/2009,8/27/2009,ss,CHKE,CHEROKEE INC DEL NEW,21.158797,740,,15,0.41,0,0,15642.1,BTIG,0
8/24/2009,8/27/2009,ss,CHRS,CHARMING SHOPPES INC,5.57,2840,,56.8,0.41,0,0,15761.59,BTIG,0
8/24/2009,8/27/2009,ss,CHS,CHICOS FAS INC,11.89,1320,,26.4,0.41,0,0,15667.99,BTIG,0
8/24/2009,8/27/2009,by,CMRG,CASUAL MALE RETAIL GROUP INC,2.214099,22340,,446.8,0,0,0,-49909.79,BTIG,0
8/24/2009,8/27/2009,ss,COH,COACH INC,28.03,560,,15,0.41,0,0,15681.39,BTIG,0
8/24/2009,8/27/2009,ss,CTRN,CITI TRENDS INC,23.22,680,,15,0.41,0,0,15774.19,BTIG,0
8/24/2009,8/27/2009,by,DBRN,DRESS BARN INC,15.69,900,,18,0,0,0,-14139,BTIG,0
8/24/2009,8/27/2009,by,DECK,DECKERS OUTDOOR CORP,68.49,210,,15,0,0,0,-14397.9,BTIG,0
8/24/2009,8/27/2009,by,DSW,DSW INC CL A,13.62,1040,,20.8,0,0,0,-14185.6,BTIG,0
8/24/2009,8/27/2009,by,ETH,ETHAN ALLEN INTERIORS INC,15.16,930,,18.6,0,0,0,-14117.4,BTIG,0
8/24/2009,8/27/2009,by,FOSL,FOSSIL INC,24.64,570,,15,0,0,0,-14059.8,BTIG,0
8/24/2009,8/27/2009,by,GCO,GENESCO INC,19.91,710,,15,0,0,0,-14151.1,BTIG,0
8/24/2009,8/27/2009,by,GES,GUESS INC,31.21,450,,15,0,0,0,-14059.5,BTIG,0
8/24/2009,8/27/2009,ss,HBI,HANESBRANDS INC,20.74,750,,15,0.4,0,0,15539.6,BTIG,0
8/24/2009,8/27/2009,by,JAS,JO-ANN STORES INC,24.68,570,,15,0,0,0,-14082.6,BTIG,0
8/24/2009,8/27/2009,by,KCP,COLE KENNETH PRODTNS INC CL A,9.040303,1550,,31,0,0,0,-14043.47,BTIG,0
8/24/2009,8/27/2009,cs,LOW,LOWES COS INC,21,1620,,32.4,0,0,0,-34052.4,BTIG,-3610.9234
8/24/2009,8/27/2009,ss,LOW,LOWES COS INC,20.72,760,,15.2,0.41,0,0,15731.59,BTIG,0
8/24/2009,8/27/2009,by,LTD,LIMITED BRANDS INC,15.08,920,,18.4,0,0,0,-13892,BTIG,0
8/24/2009,8/27/2009,ss,LULU,LULULEMON ATHLETICA INC,19.66,800,,16,0.41,0,0,15711.59,BTIG,0
8/24/2009,8/27/2009,by,M,MACYS INC,15.32,910,,18.2,0,0,0,-13959.4,BTIG,0
8/24/2009,8/27/2009,ss,MAT,MATTEL INC,18.15,870,,17.4,0.41,0,0,15772.69,BTIG,0
8/24/2009,8/27/2009,by,NWY,NEW YORK & CO INC,4.379799,4680,,93.6,0,0,0,-20591.06,BTIG,0
8/24/2009,8/27/2009,by,PERY,PERRY ELLIS INTERNATIONAL,11.52,1180,,23.6,0,0,0,-13617.2,BTIG,0
8/24/2009,8/27/2009,cs,PLCE,CHILDREN'S PLACE,31.240798,1540,,30.8,0,0,0,-48141.63,BTIG,56.355
8/24/2009,8/27/2009,ss,PSS,COLLECTIVE BRANDS INC,13.78,1150,,23,0.41,0,0,15823.59,BTIG,0
8/24/2009,8/27/2009,cs,PSUN,PACIFIC SUNWEAR OF CALIF,3.5913,4660,,93.2,0,0,0,-16828.66,BTIG,1634.7158
8/24/2009,8/27/2009,ss,SKX,SKECHERS USA INC-CL A,15.42,1030,,20.6,0.41,0,0,15861.59,BTIG,0
8/24/2009,8/27/2009,ss,SMRT,STEIN MART INC,11.91,1320,,26.4,0.41,0,0,15694.39,BTIG,0
8/24/2009,8/27/2009,ss,SPLS,STAPLES INC,22.583,790,,15.8,0.46,0,0,17824.31,BTIG,0
8/24/2009,8/27/2009,by,TRLG,TRUE RELIGION APPAREL INC,22.56,620,,15,0,0,0,-14002.2,BTIG,0
8/24/2009,8/27/2009,ss,VFC,VF CORP,66.03,240,,15,0.41,0,0,15831.79,BTIG,0
8/24/2009,8/27/2009,by,VLCM,VOLCOM INC,13.54,1040,,20.8,0,0,0,-14102.4,BTIG,0
8/24/2009,8/27/2009,by,WSM,WILLIAMS-SONOMA INC,14.577602,1360,,27.2,0,0,0,-19852.74,BTIG,0
8/24/2009,8/24/2009,dv,WSM,WILLIAMS-SONOMA INC,0,0,WSM A/C DIV ON 960 SHARES,0,0,0,0,115.2,,0
8/24/2009,8/27/2009,ss,WWW,WOLVERINE WORLD WIDE INC,23.31,680,,15,0.41,0,0,15835.39,BTIG,0
8/24/2009,8/27/2009,ss,XRT,SPDR S&P RETAIL,31.2719,5340,,106.8,4.3,0,0,166880.85,BTIG,0
8/24/2009,8/27/2009,by,ZQK,QUIKSILVER INC,2.2171,6190,,123.8,0,0,0,-13847.65,BTIG,0
8/25/2009,8/28/2009,cs,BGP,BORDERS GROUP INC,3.8,7100,,142,0,0,0,-27122,BTIG,-3834.6067
8/25/2009,8/28/2009,sl,BIG,BIG LOTS INC,26.4796,2600,,52,1.77,0,0,68793.19,BTIG,6133.42
8/25/2009,8/28/2009,ss,CHRS,CHARMING SHOPPES INC,5.4898,7150,,143,1.01,0,0,39108.06,BTIG,0
8/25/2009,8/28/2009,sl,CMRG,CASUAL MALE RETAIL GROUP INC,2.6562,20000,,400,1.37,0,0,52722.63,BTIG,5600.1503
8/25/2009,8/28/2009,by,DSW,DSW INC CL A,13.843601,1630,,32.6,0,0,0,-22597.67,BTIG,0
8/25/2009,8/28/2009,by,GES,GUESS INC,31.9544,1100,,22,0,0,0,-35171.84,BTIG,0
8/25/2009,8/28/2009,by,JAS,JO-ANN STORES INC,25.183897,880,,17.6,0,0,0,-22179.43,BTIG,0
8/25/2009,8/28/2009,by,NWY,NEW YORK & CO INC,4.39,3000,,60,0,0,0,-13230,BTIG,0
8/25/2009,8/28/2009,cs,SPLS,STAPLES INC,22.149798,2280,,45.6,0,0,0,-50547.14,BTIG,-6575.0652
8/25/2009,8/28/2009,by,WSM,WILLIAMS-SONOMA INC,14.94,800,,16,0,0,0,-11968,BTIG,0
8/25/2009,8/28/2009,ss,XRT,SPDR S&P RETAIL,32.1992,3850,,77,3.19,0,0,123886.73,BTIG,0
8/26/2009,8/31/2009,ss,BBY,BEST BUY CO INC,37.2475,1480,,29.6,1.42,0,0,55095.28,BTIG,0
8/26/2009,8/31/2009,ss,BEBE,BEBE STORES INC,7.6861,3100,,62,0.62,0,0,23764.29,BTIG,0
8/26/2009,8/31/2009,sl,BIG,BIG LOTS INC,25.899101,790,,15.8,0.53,0,0,20443.96,BTIG,1694.7188
8/26/2009,8/31/2009,cs,BWS,BROWN SHOE INC NEW,7.1753,1900,,38,0,0,0,-13671.07,BTIG,-338.8102
8/26/2009,8/31/2009,sl,CMRG,CASUAL MALE RETAIL GROUP INC,3.0729,16740,,334.8,1.33,0,0,51104.22,BTIG,12322.2793
8/26/2009,8/31/2009,by,GCO,GENESCO INC,20.7418,2050,,41,0,0,0,-42561.69,BTIG,0
8/26/2009,8/31/2009,cs,LOW,LOWES COS INC,21.7286,1400,,28,0,0,0,-30448.04,BTIG,-3418.9834
8/26/2009,8/31/2009,ss,MOV,MOVADO GROUP INC,13.047599,2120,,42.4,0.72,0,0,27617.79,BTIG,0
8/26/2009,8/31/2009,sl,NWY,NEW YORK & CO INC,4.9155,34810,,696.2,4.4,0,0,170407.96,BTIG,37041.27
8/26/2009,8/31/2009,by,OXM,OXFORD INDUSTRIES INC,14.76,1880,,37.6,0,0,0,-27786.4,BTIG,0
8/26/2009,8/31/2009,cs,SKX,SKECHERS USA INC-CL A,16.501,1680,,33.6,0,0,0,-27755.28,BTIG,-11095.3661
8/26/2009,8/31/2009,cs,XRT,SPDR S&P RETAIL,32.2166,4230,,84.6,0,0,0,-136360.82,BTIG,-4457.4406
8/27/2009,9/1/2009,sl,ANN,ANN INC,13.789504,1210,,24.2,0.43,0,0,16660.67,BTIG,761.63
8/27/2009,9/1/2009,ss,BBY,BEST BUY CO INC,37.037605,760,,15.2,0.73,0,0,28132.65,BTIG,0
8/27/2009,9/1/2009,sl,BIG,BIG LOTS INC,25.731899,3290,,65.8,2.18,0,0,84589.97,BTIG,16138.9204
8/27/2009,9/1/2009,sl,CMRG,CASUAL MALE RETAIL GROUP INC,3,9200,,184,0.71,0,0,27415.29,BTIG,6607.3809
8/27/2009,9/1/2009,sl,DSW,DSW INC CL A,14.983301,1860,,37.2,0.72,0,0,27831.02,BTIG,2075.5416
8/27/2009,9/1/2009,sl,GCO,GENESCO INC,23.2133,600,,15,0.36,0,0,13912.62,BTIG,31.4069
8/27/2009,9/1/2009,sl,GES,GUESS INC,35.560512,390,,15,0.36,0,0,13853.24,BTIG,1383.224
8/27/2009,9/1/2009,sl,JAS,JO-ANN STORES INC,27.764,500,,15,0.36,0,0,13866.64,BTIG,1264.6911
8/27/2009,9/1/2009,ss,LULU,LULULEMON ATHLETICA INC,19.771402,1390,,27.8,0.71,0,0,27453.74,BTIG,0
8/27/2009,9/1/2009,ss,MOV,MOVADO GROUP INC,13.066398,2060,,41.2,0.7,0,0,26874.88,BTIG,0
8/27/2009,9/1/2009,by,OXM,OXFORD INDUSTRIES INC,14.6372,5690,,113.8,0,0,0,-83399.47,BTIG,0
8/27/2009,9/1/2009,cs,PSS,COLLECTIVE BRANDS INC,15.2917,600,,15,0,0,0,-9190.02,BTIG,-934.2339
8/27/2009,9/1/2009,cs,SKX,SKECHERS USA INC-CL A,16.4135,1720,,34.4,0,0,0,-28265.62,BTIG,-7701.8455
8/27/2009,9/1/2009,sl,WSM,WILLIAMS-SONOMA INC,17.711303,1550,,31,0.71,0,0,27420.81,BTIG,3295.4647
8/27/2009,9/1/2009,cs,XRT,SPDR S&P RETAIL,32.3666,2900,,58,0,0,0,-93921.14,BTIG,-3292.963
8/27/2009,9/1/2009,by,ZQK,QUIKSILVER INC,2.677099,4410,,88.2,0,0,0,-11894.21,BTIG,0
8/28/2009,9/2/2009,sl,GCO,GENESCO INC,22.735,1030,,20.6,0.61,0,0,23395.84,BTIG,201.7431
8/28/2009,9/2/2009,sl,GES,GUESS INC,35.297594,790,,15.8,0.72,0,0,27868.58,BTIG,2667.2893
8/28/2009,9/2/2009,sl,JAS,JO-ANN STORES INC,27.8169,1010,,20.2,0.73,0,0,28074.14,BTIG,2967.8789
8/28/2009,9/2/2009,cs,XRT,SPDR S&P RETAIL,32.4878,3350,,67,0,0,0,-108901.13,BTIG,-2207.044
8/31/2009,8/31/2009,in,..,SHORT CASH ACCOUNT,0,0,SHORT PRM. EXP LULU      08/09,0,0,0,0,-42,,0
8/31/2009,8/31/2009,in,..,SHORT CASH ACCOUNT,0,0,SHORT PRM. EXP XRT       08/09,0,0,0,0,-228.64,,0
8/31/2009,8/31/2009,in,..,SHORT CASH ACCOUNT,0,0,SHORT PRM. EXP ZLC       08/09,0,0,0,0,-8.85,,0
8/31/2009,8/31/2009,sl,AMORTIZE,AMORTIZE FEE,0.999981,8989,,0,0,0,0,8988.83,STUP,-0.17
8/31/2009,9/3/2009,ss,BBY,BEST BUY CO INC,36.566095,840,,16.8,0.79,0,0,30697.93,BTIG,0
8/31/2009,9/3/2009,cs,BEBE,BEBE STORES INC,7.5974,3300,,66,0,0,0,-25137.42,BTIG,-4361.1511
8/31/2009,8/31/2009,dp,MANFEE,MANAGEMENT FEE,0,0,QII MANAGEMENT FEES AMORTIZED,0,0,0,0,-8988.83,,0
8/31/2009,9/3/2009,ss,MOV,MOVADO GROUP INC,12.812901,2340,,46.8,0.78,0,0,29934.61,BTIG,0
8/31/2009,9/3/2009,by,OXM,OXFORD INDUSTRIES INC,14.163798,2180,,43.6,0,0,0,-30920.68,BTIG,0
8/31/2009,9/3/2009,cs,VFC,VF CORP,69.917803,610,,15,0,0,0,-42664.86,BTIG,-9306.2207
8/31/2009,9/3/2009,by,VLCM,VOLCOM INC,14.187298,1040,,20.8,0,0,0,-14775.59,BTIG,0
8/31/2009,9/3/2009,sl,WSM,WILLIAMS-SONOMA INC,19.088801,2170,,43.4,1.07,0,0,41378.23,BTIG,8812.1133
8/31/2009,9/3/2009,cs,XRT,SPDR S&P RETAIL,31.95,320,,15,0,0,0,-10239,BTIG,9.0543
8/31/2009,9/3/2009,ss,XRT,SPDR S&P RETAIL,32.054301,530,,15,0.44,0,0,16973.34,BTIG,0
9/1/2009,9/1/2009,dp,.,CASH ACCOUNT,0,0,OFFSET WIRE ,0,0,0,0,1666.67,,0
9/1/2009,9/1/2009,wd,.,CASH ACCOUNT,0,0,Wire To JPMORGAN C-MACELLUM MANAGEMENT,0,0,0,0,-1666.67,,0
9/1/2009,9/1/2009,by,AMORTIZE,AMORTIZE FEE,1.000402,1666,,0,0,0,0,-1666.67,STUP,0
9/1/2009,9/1/2009,sl,AMORTIZE,AMORTIZE FEE,1.000396,833,,0,0,0,0,833.33,STUP,0.33
9/1/2009,9/4/2009,by,CBK,CHRISTOPHER & BANKS CORP,6.766599,2470,,49.4,0,0,0,-16762.9,BTIG,0
9/1/2009,9/1/2009,dp,MISCFEE,MISCELLANEOUS FEES,0,0,MANAGEMENT FEE 08/2009 AMORTIZED ,0,0,0,0,-833.33,,0
9/1/2009,9/4/2009,ss,MOV,MOVADO GROUP INC,12.189701,2610,,52.2,0.82,0,0,31762.1,BTIG,0
9/1/2009,9/4/2009,by,OXM,OXFORD INDUSTRIES INC,13.465,1500,,30,0,0,0,-20227.5,BTIG,0
9/1/2009,9/4/2009,cs,PSUN,PACIFIC SUNWEAR OF CALIF,4.504299,5910,,118.2,0,0,0,-26738.61,BTIG,-3141.26
9/1/2009,9/4/2009,ss,XRT,SPDR S&P RETAIL,31.363598,3540,,70.8,2.86,0,0,110953.48,BTIG,0
9/1/2009,9/4/2009,by,ZLC,ZALE CORP,5.8957,14370,,287.4,0,0,0,-85008.61,BTIG,0
9/2/2009,9/8/2009,sl,DSW,DSW INC CL A,14.2769,1310,,26.2,0.49,0,0,18676.05,BTIG,690.272
9/2/2009,9/8/2009,ss,LULU,LULULEMON ATHLETICA INC,19.259899,1395,,27.9,0.7,0,0,26838.96,BTIG,0
9/2/2009,9/8/2009,ss,MOV,MOVADO GROUP INC,11.671299,2940,,58.8,0.89,0,0,34253.93,BTIG,0
9/2/2009,9/8/2009,by,OXM,OXFORD INDUSTRIES INC,13.790304,690,,15,0,0,0,-9530.31,BTIG,0
9/2/2009,9/8/2009,cs,PSUN,PACIFIC SUNWEAR OF CALIF,4.053,9000,,180,0,0,0,-36657,BTIG,1011.7021
9/2/2009,9/8/2009,ss,SMRT,STEIN MART INC,12.5125,2440,,48.8,0.79,0,0,30480.91,BTIG,0
9/2/2009,9/8/2009,by,TRLG,TRUE RELIGION APPAREL INC,21.923896,1160,,23.2,0,0,0,-25454.92,BTIG,0
9/2/2009,9/8/2009,sl,WSM,WILLIAMS-SONOMA INC,18.3286,950,,19,0.45,0,0,17392.72,BTIG,3328.0854
9/2/2009,9/8/2009,cs,XRT,SPDR S&P RETAIL,31.317902,2350,,47,0,0,0,-73644.07,BTIG,11.4888
9/2/2009,9/8/2009,by,ZQK,QUIKSILVER INC,2.4825,2400,,48,0,0,0,-6006,BTIG,0
9/3/2009,9/9/2009,cs,BEBE,BEBE STORES INC,7.4981,3380,,67.6,0,0,0,-25411.18,BTIG,-3569.1883
9/3/2009,9/9/2009,sl,OXM,OXFORD INDUSTRIES INC,16.9868,3300,,66,1.45,0,0,55988.99,BTIG,7389.3655
9/3/2009,9/9/2009,by,PBY,PEP BOYS-MANNY MOE & JACK,8.645699,6420,,128.4,0,0,0,-55633.79,BTIG,0
9/3/2009,9/9/2009,sl,PERY,PERRY ELLIS INTERNATIONAL,12.4296,1400,,28,0.45,0,0,17372.99,BTIG,1936.4781
9/3/2009,9/9/2009,ss,SMRT,STEIN MART INC,11.986298,1140,,22.8,0.36,0,0,13641.22,BTIG,0
9/3/2009,9/9/2009,ss,XRT,SPDR S&P RETAIL,31.922105,950,,19,0.78,0,0,30306.22,BTIG,0
9/4/2009,9/10/2009,by,PBY,PEP BOYS-MANNY MOE & JACK,9.059899,4180,,83.6,0,0,0,-37953.98,BTIG,0
9/4/2009,9/10/2009,ss,SMRT,STEIN MART INC,12.282504,1130,,22.6,0.36,0,0,13856.27,BTIG,0
9/4/2009,9/10/2009,cs,SPLS,STAPLES INC,21.3388,1300,,26,0,0,0,-27766.44,BTIG,-869.91
9/4/2009,9/10/2009,ss,XRT,SPDR S&P RETAIL,32.168398,1230,,24.6,1.02,0,0,39541.51,BTIG,0
9/8/2009,9/11/2009,cs,COH,COACH INC,29.955903,930,,18.6,0,0,0,-27877.59,BTIG,-3132.4163
9/8/2009,9/11/2009,by,DECK,DECKERS OUTDOOR CORP,64.963793,290,,15,0,0,0,-18854.5,BTIG,0
9/8/2009,9/11/2009,sl,GES,GUESS INC,34.964,430,,15,0.39,0,0,15019.13,BTIG,1677.8345
9/8/2009,9/11/2009,ss,LOW,LOWES COS INC,21.773397,1360,,27.2,0.77,0,0,29583.85,BTIG,0
9/8/2009,9/11/2009,sl,OXM,OXFORD INDUSTRIES INC,17.9971,700,,15,0.33,0,0,12582.64,BTIG,2322.5998
9/8/2009,9/11/2009,by,PBY,PEP BOYS-MANNY MOE & JACK,9.785599,6170,,123.4,0,0,0,-60500.55,BTIG,0
9/8/2009,9/11/2009,sl,PBY,PEP BOYS-MANNY MOE & JACK,10.035101,2770,,55.4,0.72,0,0,27741.11,BTIG,579.5989
9/8/2009,9/11/2009,cs,SPLS,STAPLES INC,21.711898,1680,,33.6,0,0,0,-36509.59,BTIG,193.8688
9/8/2009,9/11/2009,ss,XRT,SPDR S&P RETAIL,32.442301,3050,,61,2.55,0,0,98885.47,BTIG,0
9/8/2009,9/11/2009,by,ZLC,ZALE CORP,5.8032,4930,,98.6,0,0,0,-28708.38,BTIG,0
9/9/2009,9/14/2009,by,BBW,BUILD A BEAR WORKSHOP,4.729701,3149,,62.98,0,0,0,-14956.81,BTIG,0
9/9/2009,9/14/2009,cs,CHS,CHICOS FAS INC,13.557199,2060,,41.2,0,0,0,-27969.03,BTIG,-7990.1733
9/9/2009,9/14/2009,by,JCP,J.C. PENNEY CO INC,31.379898,890,,17.8,0,0,0,-27945.91,BTIG,0
9/9/2009,9/14/2009,sl,PBY,PEP BOYS-MANNY MOE & JACK,9.4893,14000,,280,3.42,0,0,132566.78,BTIG,5639.9711
9/9/2009,9/14/2009,cs,PSS,COLLECTIVE BRANDS INC,17.2909,1700,,34,0,0,0,-29428.53,BTIG,-5554.1513
9/9/2009,9/14/2009,by,PSUN,PACIFIC SUNWEAR OF CALIF,5.0411,5500,,110,0,0,0,-27836.05,BTIG,0
9/9/2009,9/14/2009,cs,XRT,SPDR S&P RETAIL,33.0252,2700,,54,0,0,0,-89222.04,BTIG,-3640.9639
9/9/2009,9/14/2009,ss,XRT,SPDR S&P RETAIL,33.135899,2090,,41.8,1.78,0,0,69210.45,BTIG,0
9/10/2009,9/15/2009,by,BBW,BUILD A BEAR WORKSHOP,4.693201,2761,,55.22,0,0,0,-13013.15,BTIG,0
9/10/2009,9/15/2009,cs,CHKE,CHEROKEE INC DEL NEW,21.910901,2040,,40.8,0,0,0,-44739.04,BTIG,-5151.3705
9/10/2009,9/15/2009,cs,CHS,CHICOS FAS INC,13.4598,2050,,41,0,0,0,-27633.59,BTIG,-4833.2037
9/10/2009,9/15/2009,ss,FL,FOOT LOCKER INC,10.871599,7540,,150.8,2.11,0,0,81818.95,BTIG,0
9/10/2009,9/15/2009,sl,JAS,JO-ANN STORES INC,27.115504,1030,,20.6,0.72,0,0,27907.65,BTIG,3088.9067
9/10/2009,9/15/2009,by,JCP,J.C. PENNEY CO INC,31.334303,890,,17.8,0,0,0,-27905.33,BTIG,0
9/10/2009,9/15/2009,by,M,MACYS INC,16.063,1720,,34.4,0,0,0,-27662.76,BTIG,0
9/10/2009,9/15/2009,by,PSUN,PACIFIC SUNWEAR OF CALIF,5.214099,5210,,104.2,0,0,0,-27269.66,BTIG,0
9/10/2009,9/15/2009,ss,XRT,SPDR S&P RETAIL,33.193301,2790,,55.8,2.39,0,0,92551.12,BTIG,0
9/11/2009,9/16/2009,by,BBW,BUILD A BEAR WORKSHOP,4.761899,6080,,121.6,0,0,0,-29073.95,BTIG,0
9/11/2009,9/16/2009,ss,CTRN,CITI TRENDS INC,24.9915,600,,15,0.39,0,0,14979.51,BTIG,0
9/11/2009,9/16/2009,ss,FL,FOOT LOCKER INC,10.641501,2970,,59.4,0.82,0,0,31545.04,BTIG,0
9/11/2009,9/16/2009,sl,FOSL,FOSSIL INC,28.066397,730,,15,0.53,0,0,20472.94,BTIG,1549.6709
9/11/2009,9/16/2009,sl,JAS,JO-ANN STORES INC,26.916302,2250,,45,1.56,0,0,60515.12,BTIG,9115.7224
9/11/2009,9/11/2009,dv,LTD,LIMITED BRANDS INC,0,0,"LTD A/C DIV ON 8,470 SHARES",0,0,0,0,1270.5,,0
9/11/2009,9/16/2009,sl,OXM,OXFORD INDUSTRIES INC,18.875398,2110,,42.2,1.03,0,0,39783.86,BTIG,8857.1673
9/11/2009,9/16/2009,by,POOL,POOL CORPORATION,23.6651,4800,,96,0,0,0,-113688.48,BTIG,0
9/11/2009,9/16/2009,ss,SPLS,STAPLES INC,22.3588,3110,,62.2,1.79,0,0,69471.88,BTIG,0
9/11/2009,9/16/2009,sl,VLCM,VOLCOM INC,15.2781,2200,,44,0.87,0,0,33566.95,BTIG,3085.1
9/11/2009,9/16/2009,cs,XRT,SPDR S&P RETAIL,33.0425,2000,,40,0,0,0,-66125,BTIG,-1795.3632
9/14/2009,9/17/2009,by,CMRG,CASUAL MALE RETAIL GROUP INC,3.4023,8150,,163,0,0,0,-27891.75,BTIG,0
9/14/2009,9/17/2009,sl,GES,GUESS INC,36.206895,480,,15,0.45,0,0,17363.86,BTIG,3113.7622
9/14/2009,9/17/2009,ss,SKX,SKECHERS USA INC-CL A,18.096698,930,,18.6,0.44,0,0,16810.89,BTIG,0
9/14/2009,9/17/2009,cs,XRT,SPDR S&P RETAIL,33.074098,1020,,20.4,0,0,0,-33755.98,BTIG,-824.6488
