Trade Date,Settle Date,Txn,Symbol,Security,Price,QTY,Comments,Comm,Sec Fee,Other,Foreign Withheld,Amount,Broker,Gain
7/1/2009,7/6/2009,ss,AEO,AMERICAN EAGLE OUTFITTERS NEW,14.273902,1440,,28.8,0.53,0,0,20525.09,BTIG,0
7/1/2009,7/1/2009,by,AMORTIZE,AMORTIZE FEE,1,24467,,0,0,0,0,-24467,STUP,0
7/1/2009,7/1/2009,sl,AMORTIZE,AMORTIZE FEE,1,8156,,0,0,0,0,8156,STUP,0
7/1/2009,7/6/2009,by,ANN,ANN INC,8.375599,2220,,44.4,0,0,0,-18638.23,BTIG,0
7/1/2009,7/6/2009,by,BBBY,BED BATH & BEYOND INC,30.76719,420,,15,0,0,0,-12937.22,BTIG,0
7/1/2009,7/6/2009,ss,BEBE,BEBE STORES INC,6.889299,2940,,58.8,0.53,0,0,20195.21,BTIG,0
7/1/2009,7/6/2009,ss,BGP,BORDERS GROUP INC,3.7082,4200,,84,0.41,0,0,15490.03,BTIG,0
7/1/2009,7/6/2009,by,BJ,BJ'S WHOLESALE CLUB INC,32.254107,560,,15,0,0,0,-18077.3,BTIG,0
7/1/2009,7/6/2009,ss,BWS,BROWN SHOE INC NEW,7.5805,2140,,42.8,0.42,0,0,16179.05,BTIG,0
7/1/2009,7/6/2009,by,CBK,CHRISTOPHER & BANKS CORP,6.8198,2660,,53.2,0,0,0,-18193.87,BTIG,0
7/1/2009,7/6/2009,ss,CHKE,CHEROKEE INC DEL NEW,20.209205,780,,15.6,0.41,0,0,15747.17,BTIG,0
7/1/2009,7/6/2009,ss,CHRS,CHARMING SHOPPES INC,3.7538,4160,,83.2,0.41,0,0,15532.2,BTIG,0
7/1/2009,7/6/2009,ss,CHS,CHICOS FAS INC,9.8807,1600,,32,0.41,0,0,15776.71,BTIG,0
7/1/2009,7/6/2009,ss,COH,COACH INC,27.097896,580,,15,0.41,0,0,15701.37,BTIG,0
7/1/2009,7/6/2009,by,COLM,COLUMBIA SPORTSWEAR CO,31.440297,740,,15,0,0,0,-23280.82,BTIG,0
7/1/2009,7/6/2009,ss,CSTR,COINSTAR INC,27.105706,580,,15,0.41,0,0,15705.9,BTIG,0
7/1/2009,7/6/2009,ss,CTRN,CITI TRENDS INC,25.4617,600,,15,0.4,0,0,15261.62,BTIG,0
7/1/2009,7/6/2009,by,DBRN,DRESS BARN INC,14.721596,1240,,24.8,0,0,0,-18279.58,BTIG,0
7/1/2009,7/6/2009,by,DECK,DECKERS OUTDOOR CORP,71.4665,260,,15,0,0,0,-18596.29,BTIG,0
7/1/2009,7/6/2009,ss,DKS,DICKS SPORTING GOODS INC,17.0167,900,,18,0.4,0,0,15296.63,BTIG,0
7/1/2009,7/6/2009,by,DSW,DSW INC CL A,10.635095,840,,16.8,0,0,0,-8950.28,BTIG,0
7/1/2009,7/6/2009,ss,FBN,FURNITURE BRANDS INTL INC,3.1345,5120,,102.4,0.42,0,0,15945.82,BTIG,0
7/1/2009,7/6/2009,by,FINL,THE FINISH LINE-CL A,7.452,2400,,48,0,0,0,-17932.8,BTIG,0
7/1/2009,7/6/2009,by,FL,FOOT LOCKER INC,10.425298,1240,,24.8,0,0,0,-12952.17,BTIG,0
7/1/2009,7/6/2009,by,FOSL,FOSSIL INC,24.651297,740,,15,0,0,0,-18256.96,BTIG,0
7/1/2009,7/6/2009,by,GCO,GENESCO INC,18.8965,940,,18.8,0,0,0,-17781.51,BTIG,0
7/1/2009,7/6/2009,by,GES,GUESS INC,26.335,680,,15,0,0,0,-17922.8,BTIG,0
7/1/2009,7/6/2009,by,GPS,GAP INC,16.195703,1080,,21.6,0,0,0,-17512.96,BTIG,0
7/1/2009,7/6/2009,ss,HBI,HANESBRANDS INC,15.179,720,,15,0.29,0,0,10913.59,BTIG,0
7/1/2009,7/6/2009,ss,HD,HOME DEPOT INC,23.68,400,,15,0.25,0,0,9456.75,BTIG,0
7/1/2009,7/6/2009,ss,HVT,HAVERTY FURNITURE INC,9.5424,1700,,34,0.42,0,0,16187.66,BTIG,0
7/1/2009,7/6/2009,by,JAKK,JAKKS PAC INC,13.077198,1760,,35.2,0,0,0,-23051.07,BTIG,0
7/1/2009,7/6/2009,by,JAS,JO-ANN STORES INC,21.245604,860,,17.2,0,0,0,-18288.42,BTIG,0
7/1/2009,7/6/2009,ss,JOSB,JOS A BANK CLOTHIERS INC,34.746906,320,,15,0.29,0,0,11103.72,BTIG,0
7/1/2009,7/6/2009,by,KCP,COLE KENNETH PRODTNS INC CL A,7.069801,2520,,50.4,0,0,0,-17866.3,BTIG,0
7/1/2009,7/6/2009,ss,LOW,LOWES COS INC,19.494,500,,15,0.26,0,0,9731.74,BTIG,0
7/1/2009,7/6/2009,by,LTD,LIMITED BRANDS INC,12.326297,1480,,29.6,0,0,0,-18272.52,BTIG,0
7/1/2009,7/6/2009,ss,LULU,LULULEMON ATHLETICA INC,12.975195,820,,16.4,0.28,0,0,10622.98,BTIG,0
7/1/2009,7/6/2009,by,M,MACYS INC,11.855,1520,,30.4,0,0,0,-18050,BTIG,0
7/1/2009,7/1/2009,dp,MANFEE,MANAGEMENT FEE,0,0,QII MANAGEMENT FEES AMORTIZED,0,0,0,0,-8156,,0
7/1/2009,7/6/2009,ss,MOV,MOVADO GROUP INC,10.250897,1460,,29.2,0.39,0,0,14936.72,BTIG,0
7/1/2009,7/6/2009,ss,NDN,99 CENTS ONLY STORES,13.559298,1140,,22.8,0.4,0,0,15434.4,BTIG,0
7/1/2009,7/6/2009,ss,ODP,OFFICE DEPOT INC,4.5918,3400,,68,0.41,0,0,15543.71,BTIG,0
7/1/2009,7/6/2009,by,OXM,OXFORD INDUSTRIES INC,12.0345,1520,,30.4,0,0,0,-18322.84,BTIG,0
7/1/2009,7/6/2009,ss,PLCE,CHILDREN'S PLACE,26.9175,400,,15,0.28,0,0,10751.72,BTIG,0
7/1/2009,7/6/2009,by,POOL,POOL CORPORATION,16.742897,1360,,27.2,0,0,0,-22797.54,BTIG,0
7/1/2009,7/6/2009,ss,PSUN,PACIFIC SUNWEAR OF CALIF,3.376799,4580,,91.6,0.4,0,0,15373.74,BTIG,0
7/1/2009,7/6/2009,ss,PVH,PVH CORP,28.887407,540,,15,0.41,0,0,15583.79,BTIG,0
7/1/2009,7/6/2009,ss,RSH,RADIOSHACK CORP,14.130698,1460,,29.2,0.54,0,0,20601.08,BTIG,0
7/1/2009,7/6/2009,by,SHOO,MADDEN STEVEN LTD,25.817812,320,,15,0,0,0,-8276.7,BTIG,0
7/1/2009,7/6/2009,ss,SKX,SKECHERS USA INC-CL A,9.9775,1580,,31.6,0.41,0,0,15732.44,BTIG,0
7/1/2009,7/6/2009,ss,SPLS,STAPLES INC,20.148894,760,,15.2,0.4,0,0,15297.56,BTIG,0
7/1/2009,7/6/2009,by,TBL,TIMBERLAND CO CL A,13.6275,1340,,26.8,0,0,0,-18287.65,BTIG,0
7/1/2009,7/6/2009,by,TIF,TIFFANY & CO NEW,25.9599,700,,15,0,0,0,-18186.93,BTIG,0
7/1/2009,7/6/2009,by,TPX,TEMPUR-PEDIC INTERNATIONAL,13.153197,1720,,34.4,0,0,0,-22657.9,BTIG,0
7/1/2009,7/6/2009,ss,TSCO,TRACTOR SUPPLY COMPANY,41.9915,260,,15,0.29,0,0,10902.5,BTIG,0
7/1/2009,7/6/2009,ss,URBN,URBAN OUTFITTERS INC,20.8935,740,,15,0.4,0,0,15445.79,BTIG,0
7/1/2009,7/6/2009,ss,VFC,VF CORP,55.81,280,,15,0.41,0,0,15611.39,BTIG,0
7/1/2009,7/6/2009,by,WRC,WARNACO GROUP INC,33.840203,540,,15,0,0,0,-18288.71,BTIG,0
7/1/2009,7/6/2009,ss,WWW,WOLVERINE WORLD WIDE INC,22.1214,700,,15,0.4,0,0,15469.58,BTIG,0
7/1/2009,7/6/2009,ss,ZLC,ZALE CORP,3.7107,4500,,90,0.43,0,0,16607.72,BTIG,0
7/1/2009,7/6/2009,by,ZQK,QUIKSILVER INC,1.9418,12200,,244,0,0,0,-23933.96,BTIG,0
7/2/2009,7/7/2009,ss,AEO,AMERICAN EAGLE OUTFITTERS NEW,13.647296,1095,,21.9,0.39,0,0,14921.5,BTIG,0
7/2/2009,7/7/2009,by,ANN,ANN INC,7.878801,1710,,34.2,0,0,0,-13506.95,BTIG,0
7/2/2009,7/7/2009,by,BBBY,BED BATH & BEYOND INC,29.925797,345,,15,0,0,0,-10339.4,BTIG,0
7/2/2009,7/7/2009,ss,BEBE,BEBE STORES INC,6.5318,2250,,45,0.38,0,0,14651.17,BTIG,0
7/2/2009,7/7/2009,ss,BGP,BORDERS GROUP INC,3.404501,3270,,65.4,0.29,0,0,11067.03,BTIG,0
7/2/2009,7/7/2009,ss,BWS,BROWN SHOE INC NEW,7.128101,1575,,31.5,0.29,0,0,11194.97,BTIG,0
7/2/2009,7/7/2009,by,CBK,CHRISTOPHER & BANKS CORP,6.297198,2070,,41.4,0,0,0,-13076.6,BTIG,0
7/2/2009,7/7/2009,ss,CHKE,CHEROKEE INC DEL NEW,19.772803,585,,15,0.3,0,0,11551.79,BTIG,0
7/2/2009,7/7/2009,ss,CHRS,CHARMING SHOPPES INC,3.5936,3180,,63.6,0.3,0,0,11363.75,BTIG,0
7/2/2009,7/7/2009,ss,CHS,CHICOS FAS INC,9.262798,1215,,24.3,0.29,0,0,11229.71,BTIG,0
7/2/2009,7/7/2009,ss,COH,COACH INC,26.028597,435,,15,0.3,0,0,11307.14,BTIG,0
7/2/2009,7/7/2009,by,COLM,COLUMBIA SPORTSWEAR CO,30.860894,570,,15,0,0,0,-17605.71,BTIG,0
7/2/2009,7/7/2009,ss,CSTR,COINSTAR INC,26.1822,450,,15,0.31,0,0,11766.68,BTIG,0
7/2/2009,7/7/2009,ss,CTRN,CITI TRENDS INC,24.794795,465,,15,0.3,0,0,11514.28,BTIG,0
7/2/2009,7/7/2009,by,DBRN,DRESS BARN INC,13.931005,975,,19.5,0,0,0,-13602.23,BTIG,0
7/2/2009,7/7/2009,by,DECK,DECKERS OUTDOOR CORP,69.689487,195,,15,0,0,0,-13604.45,BTIG,0
7/2/2009,7/7/2009,ss,DKS,DICKS SPORTING GOODS INC,16.641503,705,,15,0.31,0,0,11716.95,BTIG,0
7/2/2009,7/7/2009,by,DSW,DSW INC CL A,10.592106,660,,15,0,0,0,-7005.79,BTIG,0
7/2/2009,7/7/2009,ss,FBN,FURNITURE BRANDS INTL INC,2.95,3795,,75.9,0.29,0,0,11119.06,BTIG,0
7/2/2009,7/7/2009,by,FINL,THE FINISH LINE-CL A,7.177401,1920,,38.4,0,0,0,-13819.01,BTIG,0
7/2/2009,7/7/2009,by,FL,FOOT LOCKER INC,10.038599,1035,,20.7,0,0,0,-10410.65,BTIG,0
7/2/2009,7/7/2009,by,FOSL,FOSSIL INC,23.663606,585,,15,0,0,0,-13858.21,BTIG,0
7/2/2009,7/7/2009,by,GCO,GENESCO INC,18.372706,750,,15,0,0,0,-13794.53,BTIG,0
7/2/2009,7/7/2009,by,GES,GUESS INC,24.959296,540,,15,0,0,0,-13493.02,BTIG,0
7/2/2009,7/7/2009,by,GPS,GAP INC,15.397898,885,,17.7,0,0,0,-13644.84,BTIG,0
7/2/2009,7/7/2009,ss,HBI,HANESBRANDS INC,14.771603,555,,15,0.22,0,0,8183.02,BTIG,0
7/2/2009,7/7/2009,ss,HD,HOME DEPOT INC,23.017,300,,15,0.18,0,0,6889.92,BTIG,0
7/2/2009,7/7/2009,ss,HVT,HAVERTY FURNITURE INC,9.301899,1290,,25.8,0.31,0,0,11973.34,BTIG,0
7/2/2009,7/7/2009,by,JAKK,JAKKS PAC INC,12.750498,1365,,27.3,0,0,0,-17431.73,BTIG,0
7/2/2009,7/7/2009,by,JAS,JO-ANN STORES INC,20.493303,675,,15,0,0,0,-13847.98,BTIG,0
7/2/2009,7/7/2009,ss,JOSB,JOS A BANK CLOTHIERS INC,33.36,240,,15,0.21,0,0,7991.19,BTIG,0
7/2/2009,7/7/2009,by,KCP,COLE KENNETH PRODTNS INC CL A,6.991101,2025,,40.5,0,0,0,-14197.48,BTIG,0
7/2/2009,7/7/2009,ss,LOW,LOWES COS INC,18.836,375,,15,0.19,0,0,7048.31,BTIG,0
7/2/2009,7/7/2009,by,LTD,LIMITED BRANDS INC,11.7497,1170,,23.4,0,0,0,-13770.55,BTIG,0
7/2/2009,7/7/2009,ss,LULU,LULULEMON ATHLETICA INC,12.336403,645,,15,0.21,0,0,7941.77,BTIG,0
7/2/2009,7/7/2009,by,M,MACYS INC,11.152,1215,,24.3,0,0,0,-13573.98,BTIG,0
7/2/2009,7/7/2009,ss,MOV,MOVADO GROUP INC,10.146803,1170,,23.4,0.31,0,0,11848.05,BTIG,0
7/2/2009,7/7/2009,ss,NDN,99 CENTS ONLY STORES,13.171898,885,,17.7,0.3,0,0,11639.13,BTIG,0
7/2/2009,7/7/2009,ss,ODP,OFFICE DEPOT INC,4.2158,2610,,52.2,0.29,0,0,10950.75,BTIG,0
7/2/2009,7/7/2009,by,OXM,OXFORD INDUSTRIES INC,11.150897,1170,,23.4,0,0,0,-13069.95,BTIG,0
7/2/2009,7/7/2009,ss,PLCE,CHILDREN'S PLACE,25.584095,315,,15,0.21,0,0,8043.78,BTIG,0
7/2/2009,7/7/2009,by,POOL,POOL CORPORATION,16.099398,1080,,21.6,0,0,0,-17408.95,BTIG,0
7/2/2009,7/7/2009,ss,PSUN,PACIFIC SUNWEAR OF CALIF,3.179299,3555,,71.1,0.3,0,0,11231.01,BTIG,0
7/2/2009,7/7/2009,ss,PVH,PVH CORP,27.803809,420,,15,0.31,0,0,11662.29,BTIG,0
7/2/2009,7/7/2009,ss,RSH,RADIOSHACK CORP,13.398297,1110,,22.2,0.39,0,0,14849.52,BTIG,0
7/2/2009,7/7/2009,sl,SHOO,MADDEN STEVEN LTD,25.015,320,,15,0.21,0,0,7989.59,BTIG,-287.11
7/2/2009,7/7/2009,ss,SKX,SKECHERS USA INC-CL A,9.52,1200,,24,0.3,0,0,11399.7,BTIG,0
7/2/2009,7/7/2009,ss,SPLS,STAPLES INC,19.2633,600,,15,0.3,0,0,11542.68,BTIG,0
7/2/2009,7/7/2009,by,TBL,TIMBERLAND CO CL A,13.022104,1050,,21,0,0,0,-13694.21,BTIG,0
7/2/2009,7/7/2009,by,TIF,TIFFANY & CO NEW,24.486108,555,,15,0,0,0,-13604.79,BTIG,0
7/2/2009,7/7/2009,by,TPX,TEMPUR-PEDIC INTERNATIONAL,11.805101,1380,,27.6,0,0,0,-16318.64,BTIG,0
7/2/2009,7/7/2009,ss,TSCO,TRACTOR SUPPLY COMPANY,40.89641,195,,15,0.21,0,0,7959.59,BTIG,0
7/2/2009,7/7/2009,ss,URBN,URBAN OUTFITTERS INC,19.901094,585,,15,0.3,0,0,11626.84,BTIG,0
7/2/2009,7/7/2009,ss,VFC,VF CORP,54.931523,210,,15,0.3,0,0,11520.32,BTIG,0
7/2/2009,7/7/2009,by,WRC,WARNACO GROUP INC,32.447095,420,,15,0,0,0,-13642.78,BTIG,0
7/2/2009,7/7/2009,ss,WWW,WOLVERINE WORLD WIDE INC,21.6615,540,,15,0.31,0,0,11681.9,BTIG,0
7/2/2009,7/7/2009,ss,ZLC,ZALE CORP,3.793399,3045,,60.9,0.3,0,0,11489.7,BTIG,0
7/2/2009,7/7/2009,by,ZQK,QUIKSILVER INC,1.8662,9090,,181.8,0,0,0,-17145.56,BTIG,0
7/6/2009,7/9/2009,ss,AEO,AMERICAN EAGLE OUTFITTERS NEW,13.268103,770,,15.4,0.27,0,0,10200.77,BTIG,0
7/6/2009,7/9/2009,by,ANN,ANN INC,7.5455,1240,,24.8,0,0,0,-9381.22,BTIG,0
7/6/2009,7/9/2009,by,BBBY,BED BATH & BEYOND INC,29.73,240,,15,0,0,0,-7150.2,BTIG,0
7/6/2009,7/9/2009,ss,BEBE,BEBE STORES INC,6.278598,1620,,32.4,0.27,0,0,10138.66,BTIG,0
7/6/2009,7/9/2009,ss,BGP,BORDERS GROUP INC,3.1995,2420,,48.4,0.2,0,0,7694.19,BTIG,0
7/6/2009,7/9/2009,ss,BWS,BROWN SHOE INC NEW,6.827601,1130,,22.6,0.2,0,0,7692.39,BTIG,0
7/6/2009,7/9/2009,ss,CHKE,CHEROKEE INC DEL NEW,19.063707,410,,15,0.21,0,0,7800.91,BTIG,0
7/6/2009,7/9/2009,ss,CHRS,CHARMING SHOPPES INC,3.5795,2200,,44,0.21,0,0,7830.69,BTIG,0
7/6/2009,7/9/2009,ss,CHS,CHICOS FAS INC,9.237696,890,,17.8,0.22,0,0,8203.53,BTIG,0
7/6/2009,7/9/2009,ss,COH,COACH INC,25.206292,410,,15,0.27,0,0,10319.31,BTIG,0
7/6/2009,7/9/2009,by,COLM,COLUMBIA SPORTSWEAR CO,30.491512,390,,15,0,0,0,-11906.69,BTIG,0
7/6/2009,7/9/2009,ss,CSTR,COINSTAR INC,26.029612,310,,15,0.21,0,0,8053.97,BTIG,0
7/6/2009,7/9/2009,ss,CTRN,CITI TRENDS INC,24.36,330,,15,0.21,0,0,8023.59,BTIG,0
7/6/2009,7/9/2009,by,DBRN,DRESS BARN INC,13.8115,700,,15,0,0,0,-9683.05,BTIG,0
7/6/2009,7/9/2009,by,DECK,DECKERS OUTDOOR CORP,67.582928,140,,15,0,0,0,-9476.61,BTIG,0
7/6/2009,7/9/2009,ss,DKS,DICKS SPORTING GOODS INC,16.695306,490,,15,0.22,0,0,8165.48,BTIG,0
7/6/2009,7/9/2009,by,DSW,DSW INC CL A,10.177,460,,15,0,0,0,-4696.42,BTIG,0
7/6/2009,7/9/2009,ss,FBN,FURNITURE BRANDS INTL INC,2.854101,2760,,55.2,0.21,0,0,7821.91,BTIG,0
7/6/2009,7/9/2009,by,FINL,THE FINISH LINE-CL A,7.090703,1350,,27,0,0,0,-9599.45,BTIG,0
7/6/2009,7/9/2009,by,FL,FOOT LOCKER INC,10.085305,720,,15,0,0,0,-7276.42,BTIG,0
7/6/2009,7/9/2009,by,FOSL,FOSSIL INC,22.626609,410,,15,0,0,0,-9291.91,BTIG,0
7/6/2009,7/9/2009,by,GCO,GENESCO INC,17.748196,660,,15,0,0,0,-11728.81,BTIG,0
7/6/2009,7/9/2009,by,GES,GUESS INC,24.057589,390,,15,0,0,0,-9397.46,BTIG,0
7/6/2009,7/9/2009,by,GPS,GAP INC,15.067095,630,,15,0,0,0,-9507.27,BTIG,0
7/6/2009,7/9/2009,ss,HBI,HANESBRANDS INC,14.49321,380,,15,0.15,0,0,5492.27,BTIG,0
7/6/2009,7/9/2009,ss,HD,HOME DEPOT INC,22.812681,220,,15,0.13,0,0,5003.66,BTIG,0
7/6/2009,7/9/2009,ss,HVT,HAVERTY FURNITURE INC,9.254,870,,17.4,0.21,0,0,8033.37,BTIG,0
7/6/2009,7/9/2009,by,JAKK,JAKKS PAC INC,12.315103,970,,19.4,0,0,0,-11965.05,BTIG,0
7/6/2009,7/9/2009,by,JAS,JO-ANN STORES INC,19.955,600,,15,0,0,0,-11988,BTIG,0
7/6/2009,7/9/2009,ss,JOSB,JOS A BANK CLOTHIERS INC,32.470588,170,,15,0.15,0,0,5504.85,BTIG,0
7/6/2009,7/9/2009,by,KCP,COLE KENNETH PRODTNS INC CL A,6.892899,1390,,27.8,0,0,0,-9608.93,BTIG,0
7/6/2009,7/9/2009,ss,LOW,LOWES COS INC,18.7285,260,,15,0.13,0,0,4854.28,BTIG,0
7/6/2009,7/9/2009,by,LTD,LIMITED BRANDS INC,11.499,840,,16.8,0,0,0,-9675.96,BTIG,0
7/6/2009,7/9/2009,ss,LULU,LULULEMON ATHLETICA INC,12.080891,460,,15,0.15,0,0,5542.06,BTIG,0
7/6/2009,7/9/2009,by,M,MACYS INC,10.976795,880,,17.6,0,0,0,-9677.18,BTIG,0
7/6/2009,7/9/2009,ss,MAT,MATTEL INC,15.481801,1560,,31.2,0.63,0,0,24119.78,BTIG,0
7/6/2009,7/9/2009,ss,MOV,MOVADO GROUP INC,9.831597,820,,16.4,0.21,0,0,8045.3,BTIG,0
7/6/2009,7/9/2009,ss,NDN,99 CENTS ONLY STORES,13.114904,630,,15,0.22,0,0,8247.17,BTIG,0
7/6/2009,7/9/2009,ss,ODP,OFFICE DEPOT INC,4.029502,1910,,38.2,0.2,0,0,7657.95,BTIG,0
7/6/2009,7/9/2009,ss,PLCE,CHILDREN'S PLACE,24.908318,220,,15,0.15,0,0,5464.68,BTIG,0
7/6/2009,7/9/2009,by,POOL,POOL CORPORATION,16.066302,760,,15.2,0,0,0,-12225.59,BTIG,0
7/6/2009,7/9/2009,ss,PSUN,PACIFIC SUNWEAR OF CALIF,3.0423,2560,,51.2,0.21,0,0,7736.88,BTIG,0
7/6/2009,7/9/2009,ss,PVH,PVH CORP,27.082793,290,,15,0.21,0,0,7838.8,BTIG,0
7/6/2009,7/9/2009,ss,RSH,RADIOSHACK CORP,13.304101,790,,15.8,0.28,0,0,10494.16,BTIG,0
7/6/2009,7/9/2009,ss,SHOO,MADDEN STEVEN LTD,24.049397,980,,19.6,0.61,0,0,23548.2,BTIG,0
7/6/2009,7/9/2009,ss,SKX,SKECHERS USA INC-CL A,9.111595,890,,17.8,0.21,0,0,8091.31,BTIG,0
7/6/2009,7/9/2009,ss,SPLS,STAPLES INC,19.141,420,,15,0.21,0,0,8024.01,BTIG,0
7/6/2009,7/9/2009,by,TBL,TIMBERLAND CO CL A,12.672,750,,15,0,0,0,-9519,BTIG,0
7/6/2009,7/9/2009,by,TIF,TIFFANY & CO NEW,24.6125,400,,15,0,0,0,-9860,BTIG,0
7/6/2009,7/9/2009,ss,TSCO,TRACTOR SUPPLY COMPANY,40.117071,140,,15,0.15,0,0,5601.24,BTIG,0
7/6/2009,7/9/2009,ss,URBN,URBAN OUTFITTERS INC,19.610804,410,,15,0.21,0,0,8025.22,BTIG,0
7/6/2009,7/9/2009,ss,VFC,VF CORP,54.32,150,,15,0.21,0,0,8132.79,BTIG,0
7/6/2009,7/9/2009,by,WRC,WARNACO GROUP INC,31.7932,300,,15,0,0,0,-9552.96,BTIG,0
7/6/2009,7/9/2009,ss,WWW,WOLVERINE WORLD WIDE INC,21.512105,380,,15,0.22,0,0,8159.38,BTIG,0
7/6/2009,7/9/2009,ss,ZLC,ZALE CORP,3.915,2150,,43,0.22,0,0,8374.03,BTIG,0
7/6/2009,7/9/2009,by,ZQK,QUIKSILVER INC,1.748599,6820,,136.4,0,0,0,-12061.85,BTIG,0
7/7/2009,7/10/2009,ss,AEO,AMERICAN EAGLE OUTFITTERS NEW,13.020702,740,,15,0.25,0,0,9620.07,BTIG,0
7/7/2009,7/10/2009,by,ANN,ANN INC,7.251196,1270,,25.4,0,0,0,-9234.42,BTIG,0
7/7/2009,7/10/2009,by,BBBY,BED BATH & BEYOND INC,29.5525,240,,15,0,0,0,-7107.6,BTIG,0
7/7/2009,7/10/2009,ss,BEBE,BEBE STORES INC,6.100397,1560,,31.2,0.25,0,0,9485.17,BTIG,0
7/7/2009,7/10/2009,ss,BGP,BORDERS GROUP INC,3.2872,2250,,45,0.2,0,0,7351,BTIG,0
7/7/2009,7/10/2009,ss,BWS,BROWN SHOE INC NEW,6.7151,1090,,21.8,0.19,0,0,7297.47,BTIG,0
7/7/2009,7/10/2009,ss,CHKE,CHEROKEE INC DEL NEW,18.7217,400,,15,0.2,0,0,7473.48,BTIG,0
7/7/2009,7/10/2009,ss,CHRS,CHARMING SHOPPES INC,3.578899,2080,,41.6,0.2,0,0,7402.31,BTIG,0
7/7/2009,7/10/2009,ss,CHS,CHICOS FAS INC,9.0225,800,,16,0.19,0,0,7201.81,BTIG,0
7/7/2009,7/10/2009,ss,COH,COACH INC,24.404589,390,,15,0.25,0,0,9502.54,BTIG,0
7/7/2009,7/10/2009,by,COLM,COLUMBIA SPORTSWEAR CO,30.270307,390,,15,0,0,0,-11820.42,BTIG,0
7/7/2009,7/10/2009,ss,CSTR,COINSTAR INC,26.078714,280,,15,0.19,0,0,7286.85,BTIG,0
7/7/2009,7/10/2009,ss,CTRN,CITI TRENDS INC,23.6231,300,,15,0.19,0,0,7071.74,BTIG,0
7/7/2009,7/10/2009,by,DBRN,DRESS BARN INC,13.600695,690,,15,0,0,0,-9399.48,BTIG,0
7/7/2009,7/10/2009,by,DECK,DECKERS OUTDOOR CORP,66.44,140,,15,0,0,0,-9316.6,BTIG,0
7/7/2009,7/10/2009,ss,DKS,DICKS SPORTING GOODS INC,17.08909,440,,15,0.2,0,0,7504,BTIG,0
7/7/2009,7/10/2009,by,DSW,DSW INC CL A,10.062808,470,,15,0,0,0,-4744.52,BTIG,0
7/7/2009,7/10/2009,ss,FBN,FURNITURE BRANDS INTL INC,2.814,2590,,51.8,0.19,0,0,7236.27,BTIG,0
7/7/2009,7/10/2009,by,FINL,THE FINISH LINE-CL A,7.13,1340,,26.8,0,0,0,-9581,BTIG,0
7/7/2009,7/10/2009,by,FL,FOOT LOCKER INC,9.781507,710,,15,0,0,0,-6959.87,BTIG,0
7/7/2009,7/10/2009,by,FOSL,FOSSIL INC,22.122904,420,,15,0,0,0,-9306.62,BTIG,0
7/7/2009,7/10/2009,by,GCO,GENESCO INC,17.639896,1260,,25.2,0,0,0,-22251.47,BTIG,0
7/7/2009,7/10/2009,by,GES,GUESS INC,23.8322,400,,15,0,0,0,-9547.88,BTIG,0
7/7/2009,7/10/2009,by,GPS,GAP INC,15.055396,630,,15,0,0,0,-9499.9,BTIG,0
7/7/2009,7/10/2009,ss,HBI,HANESBRANDS INC,14.183,340,,15,0.13,0,0,4807.09,BTIG,0
7/7/2009,7/10/2009,ss,HD,HOME DEPOT INC,22.574285,210,,15,0.13,0,0,4725.47,BTIG,0
7/7/2009,7/10/2009,ss,HVT,HAVERTY FURNITURE INC,9.265,800,,16,0.2,0,0,7395.8,BTIG,0
7/7/2009,7/10/2009,by,JAKK,JAKKS PAC INC,12.432104,960,,19.2,0,0,0,-11954.02,BTIG,0
7/7/2009,7/10/2009,by,JAS,JO-ANN STORES INC,19.8212,600,,15,0,0,0,-11907.72,BTIG,0
7/7/2009,7/10/2009,cs,JOSB,JOS A BANK CLOTHIERS INC,31.945,730,,15,0,0,0,-23334.85,BTIG,1264.91
7/7/2009,7/10/2009,by,KCP,COLE KENNETH PRODTNS INC CL A,6.975102,1360,,27.2,0,0,0,-9513.34,BTIG,0
7/7/2009,7/10/2009,ss,LOW,LOWES COS INC,18.710884,260,,15,0.13,0,0,4849.7,BTIG,0
7/7/2009,7/10/2009,by,LTD,LIMITED BRANDS INC,11.479602,830,,16.6,0,0,0,-9544.67,BTIG,0
7/7/2009,7/10/2009,ss,LULU,LULULEMON ATHLETICA INC,12.010804,410,,15,0.13,0,0,4909.3,BTIG,0
7/7/2009,7/10/2009,by,M,MACYS INC,10.930197,860,,17.2,0,0,0,-9417.17,BTIG,0
7/7/2009,7/10/2009,ss,MAT,MATTEL INC,15.4,480,,15,0.19,0,0,7376.81,BTIG,0
7/7/2009,7/10/2009,ss,MOV,MOVADO GROUP INC,9.4896,750,,15,0.19,0,0,7102.01,BTIG,0
7/7/2009,7/10/2009,ss,NDN,99 CENTS ONLY STORES,13.123192,570,,15,0.2,0,0,7465.02,BTIG,0
7/7/2009,7/10/2009,ss,ODP,OFFICE DEPOT INC,3.872699,1730,,34.6,0.18,0,0,6664.99,BTIG,0
7/7/2009,7/10/2009,ss,PLCE,CHILDREN'S PLACE,25.3005,200,,15,0.14,0,0,5044.96,BTIG,0
7/7/2009,7/10/2009,by,POOL,POOL CORPORATION,16.017297,740,,15,0,0,0,-11867.8,BTIG,0
